school_code,cca,cca_category
7017,"Softball (Boys)",Sports
7017,"Floorball (Boys)",Sports
7017,"Golf (Boys)",Sports
7017,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7017,"Red Cross Youth (Boys)","Uniform Group"
7017,"Scouts (Boys)","Uniform Group"
7017,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
7017,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7017,"Choir (Boys)",Arts
7017,"Guitar Ensemble (Boys)",Arts
7017,"Concert Band (Boys)",Arts
7017,"Audio Visual Aid (Boys)",Arts
7017,"Speech and Drama (Boys)",Arts
7029,"Badminton (Girls and Boys)",Sports
7029,"Hockey (Boys)",Sports
7029,"Netball (Girls)",Sports
7029,"Volleyball (Girls)",Sports
7029,"Floorball (Girls)",Sports
7029,"Boys' Brigade (Boys)","Uniform Group"
7029,"Girls' Brigade (Girls)","Uniform Group"
7029,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7029,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
7029,"Choir (Girls)",Arts
7029,"Guitar Ensemble (Girls and Boys)",Arts
7029,"Handbell Ensemble (Girls and Boys)",Arts
7029,"English Drama (Girls and Boys)",Arts
7029,"Concert Band (Girls and Boys)",Arts
7029,"Art and Crafts (Girls and Boys)",Arts
7029,"Audio Visual Aid (Girls and Boys)",Arts
7029,"Photography (Girls and Boys)","Clubs and Societies"
7029,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
7029,"Media Resource Library (Girls and Boys)","Clubs and Societies"
7020,"Badminton (Boys)",Sports
7020,"Basketball (Boys)",Sports
7020,"Canoeing (Boys)",Sports
7020,"Hockey (Boys)",Sports
7020,"Judo (Boys)",Sports
7020,"Rugby (Boys)",Sports
7020,"Football (Boys)",Sports
7020,"Sailing (Boys)",Sports
7020,"Track and Field (Boys)",Sports
7020,"Table Tennis (Boys)",Sports
7020,"Tennis (Boys)",Sports
7020,Floorball,Sports
7020,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7020,"St John Brigade (Boys)","Uniform Group"
7020,"Scouts (Boys)","Uniform Group"
7020,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
7020,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7020,"Choir (Boys)",Arts
7020,"Guitar Ensemble (Boys)",Arts
7020,"English Drama (Boys)",Arts
7020,"Concert Band (Boys)",Arts
7020,"Pipe Band (Boys)",Arts
7020,"Malay Culture and Language (Boys)",Arts
7020,"Chinese Culture and Language (Boys)","Clubs and Societies"
7020,"Indian Culture and Language (Boys)",Arts
7020,"Design and Innovation (Boys)","Clubs and Societies"
7021,"Badminton (Girls)",Sports
7021,"Basketball (Girls)",Sports
7021,"Fencing (Girls)",Sports
7021,"Netball (Girls)",Sports
7021,"Tennis (Girls)",Sports
7021,"Floorball (Girls)",Sports
7021,"Bowling (Girls)",Sports
7021,"Girls' Brigade (Girls)","Uniform Group"
7021,"Girl Guides (Girls)","Uniform Group"
7021,"National Police Cadet Corps (NPCC) (Girls)","Uniform Group"
7021,"Red Cross Youth (Girls)","Uniform Group"
7021,"Choir (Girls)",Arts
7021,"String Ensemble (Girls)",Arts
7021,"Modern Dance (Girls)",Arts
7021,"Chinese Dance (Girls)","Clubs and Societies"
7021,"Indian Dance (Girls)",Arts
7021,"Malay Dance (Girls)",Arts
7021,"English Drama (Girls)",Arts
7021,"Concert Band (Girls)",Arts
7021,"Art and Crafts (Girls)",Arts
7021,"Debating and Public Speaking (Girls)","Clubs and Societies"
7021,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
7022,"Badminton (Boys)",Sports
7022,"Basketball (Boys)",Sports
7022,"Cricket (Boys)",Sports
7022,"Football (Boys)",Sports
7022,"Track and Field (Boys)",Sports
7022,"Tennis (Boys)",Sports
7022,"Floorball (Boys)",Sports
7022,"Golf (Boys)",Sports
7022,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7022,"Scouts (Boys)","Uniform Group"
7022,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
7022,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7022,"Guitar Ensemble (Boys)",Arts
7022,"Modern Dance (Boys)",Arts
7022,"English Drama (Boys)",Arts
7022,"Concert Band (Boys)",Arts
7022,"Media Resource Club (Boys)","Clubs and Societies"
7022,"Media Resource Library (Boys)","Clubs and Societies"
3304,"Badminton (Girls and Boys)",Sports
3304,"Basketball (Girls and Boys)",Sports
3304,"Football (Boys)",Sports
3304,"Floorball (Girls and Boys)",Sports
3304,"Bowling (Girls and Boys)",Sports
3304,"Boys' Brigade (Girls and Boys)","Uniform Group"
3304,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3304,"Scouts (Girls and Boys)","Uniform Group"
3304,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3304,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3304,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3304,"Choir (Girls and Boys)",Arts
3304,"Marching Band (Girls and Boys)",Arts
3304,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3304,"Malay Dance (Girls and Boys)",Arts
3304,"English Drama (Girls and Boys)",Arts
3304,"Students' Council (Girls and Boys)","Clubs and Societies"
3304,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3304,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3037,"Badminton (Girls and Boys)",Sports
3037,"Basketball (Girls and Boys)",Sports
3037,"Netball (Girls)",Sports
3037,"Football (Girls and Boys)",Sports
3037,"Wushu (Girls and Boys)",Sports
3037,"Girl Guides (Girls)","Uniform Group"
3037,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3037,"St John Brigade (Girls and Boys)","Uniform Group"
3037,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3037,"Choir (Girls and Boys)",Arts
3037,"Modern Dance (Girls and Boys)",Arts
3037,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3037,"Malay Dance (Girls and Boys)",Arts
3037,"English Drama (Girls and Boys)",Arts
3037,"Concert Band (Girls and Boys)",Arts
3037,"Art and Crafts (Girls and Boys)",Arts
3037,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3037,"Photo and Video Society (Girls and Boys)","Clubs and Societies"
3013,"Badminton (Girls)",Sports
3013,"Basketball (Girls)",Sports
3013,"Netball (Girls)",Sports
3013,"Softball (Girls)",Sports
3013,"Sailing (Girls)",Sports
3013,"Tennis (Girls)",Sports
3013,"Floorball (Girls)",Sports
3013,"Bowling (Girls)",Sports
3013,"Girl Guides (Girls)","Uniform Group"
3013,"National Police Cadet Corps (NPCC) (Girls)","Uniform Group"
3013,"Red Cross Youth (Girls)","Uniform Group"
3013,"Choir (Girls)",Arts
3013,"String Ensemble (Girls)",Arts
3013,"Modern Dance (Girls)",Arts
3013,"English Drama (Girls)",Arts
3013,"Concert Band (Girls)",Arts
3013,"Art and Crafts (Girls)",Arts
3013,"English Language, Drama and Debating (Girls)",Arts
3013,"Media Resource Library (Girls)","Clubs and Societies"
3013,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
3013,"Community Service (Girls)","Clubs and Societies"
3512,"Shooting (Girls and Boys)",Sports
3512,"Basketball (Boys)",Sports
3512,"Netball (Girls)",Sports
3512,"Football (Boys)",Sports
3512,"Track and Field (Girls and Boys)",Sports
3512,"Floorball (Girls)",Sports
3512,"Girl Guides (Girls)","Uniform Group"
3512,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3512,"Scouts (Boys)","Uniform Group"
3512,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3512,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
3512,"Choir (Girls and Boys)",Arts
3512,"Marching Band (Girls and Boys)",Arts
3512,"Modern Dance (Girls)",Arts
3512,"English Drama (Girls and Boys)",Arts
3512,"Art and Crafts (Girls and Boys)",Arts
3512,"Audio Visual Aid (Girls and Boys)",Arts
3512,"International Chess (Girls and Boys)","Clubs and Societies"
702,"Badminton (Girls and Boys)",Sports
702,"Basketball (Girls and Boys)",Sports
702,"Football (Boys)",Sports
702,"Taekwondo (Girls and Boys)",Sports
702,"Volleyball (Girls)",Sports
702,"Bowling (Girls and Boys)",Sports
702,"Choir (Girls and Boys)",Arts
702,"Guitar Ensemble (Girls and Boys)",Arts
702,"Modern Dance (Girls and Boys)",Arts
702,"Concert Band (Girls and Boys)",Arts
702,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3030,"Shooting (Girls and Boys)",Sports
3030,"Basketball (Boys)",Sports
3030,"Canoeing (Girls)",Sports
3030,"Netball (Girls)",Sports
3030,"Softball (Boys)",Sports
3030,"Track and Field (Girls and Boys)",Sports
3030,"Wushu (Girls and Boys)",Sports
3030,"Bowling (Girls and Boys)",Sports
3030,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3030,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3030,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3030,"Choir (Girls and Boys)",Arts
3030,"Modern Dance (Girls and Boys)",Arts
3030,"English Drama (Girls and Boys)",Arts
3030,"Concert Band (Girls and Boys)",Arts
3030,"Robotics (Girls and Boys)","Clubs and Societies"
3030,"Environmental Science (Girls and Boys)","Clubs and Societies"
3030,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3611,"Basketball (Girls and Boys)",Sports
3611,"Football (Boys)",Sports
3611,"Track and Field (Girls and Boys)",Sports
3611,"Table Tennis (Girls and Boys)",Sports
3611,"Volleyball (Girls)",Sports
3611,"Boys' Brigade (Boys)","Uniform Group"
3611,"Girls' Brigade (Girls)","Uniform Group"
3611,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3611,"Scouts (Girls and Boys)","Uniform Group"
3611,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3611,"Choir (Girls)",Arts
3611,"Indian Orchestra (Girls and Boys)",Arts
3611,"Modern Dance (Girls and Boys)",Arts
3611,"Concert Band (Girls and Boys)",Arts
3611,"Art and Crafts (Girls and Boys)",Arts
3611,"Audio Visual Aid (Girls and Boys)",Arts
3611,"Speech and Drama (Girls and Boys)",Arts
3611,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3611,"Environmental Science (Girls and Boys)","Clubs and Societies"
3611,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3014,"Shooting (Boys)",Sports
3014,"Badminton (Boys)",Sports
3014,"Cricket (Boys)",Sports
3014,"Cross Country (Boys)",Sports
3014,"Hockey (Boys)",Sports
3014,"Football (Boys)",Sports
3014,"Sailing (Boys)",Sports
3014,"Track and Field (Boys)",Sports
3014,"Table Tennis (Boys)",Sports
3014,"Tennis (Boys)",Sports
3014,"Wushu (Boys)",Sports
3014,"Volleyball (Boys)",Sports
3014,"Floorball (Boys)",Sports
3014,"Boys' Brigade (Boys)","Uniform Group"
3014,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
3014,"Red Cross Youth (Boys)","Uniform Group"
3014,"Scouts (Boys)","Uniform Group"
3014,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3014,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
3014,"Chinese Orchestra (Boys)","Clubs and Societies"
3014,"Choir (Boys)",Arts
3014,"English Drama (Boys)",Arts
3014,"Concert Band (Boys)",Arts
3014,"Audio Visual Aid (Boys)",Arts
3014,"International Chess (Boys)","Clubs and Societies"
3014,"Debating and Public Speaking (Boys)","Clubs and Societies"
3014,"Photography (Boys)","Clubs and Societies"
3014,"Infocomm Technology (Computing) (Boys)","Clubs and Societies"
3067,"Shooting (Girls and Boys)",Sports
3067,"Badminton (Girls and Boys)",Sports
3067,"Netball (Girls)",Sports
3067,"Football (Boys)",Sports
3067,"Volleyball (Boys)",Sports
3067,"Girl Guides (Girls)","Uniform Group"
3067,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3067,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3067,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3067,"Guitar Ensemble (Girls and Boys)",Arts
3067,"Marching Band (Girls and Boys)",Arts
3067,"Guzheng Ensemble (Girls and Boys)",Arts
3067,"Modern Dance (Girls and Boys)",Arts
3067,"English Drama (Girls and Boys)",Arts
3067,"Chinese Drums (Girls and Boys)","Clubs and Societies"
3067,"Audio Visual Aid (Girls and Boys)",Arts
3067,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3620,"Badminton (Girls and Boys)",Sports
3620,"Basketball (Boys)",Sports
3620,"Netball (Girls)",Sports
3620,"Football (Boys)",Sports
3620,"Bowling (Girls and Boys)",Sports
3620,"Tchoukball (Girls)",Sports
3620,"Boys' Brigade (Boys)","Uniform Group"
3620,"Girls' Brigade (Girls)","Uniform Group"
3620,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3620,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3620,"Choir (Girls and Boys)",Arts
3620,"Guitar Ensemble (Girls and Boys)",Arts
3620,"Modern Dance (Girls and Boys)",Arts
3620,"English Drama (Girls and Boys)",Arts
3620,"Concert Band (Girls and Boys)",Arts
3620,"Aero-Modelling (Girls and Boys)","Clubs and Societies"
3620,"Art and Crafts (Girls and Boys)",Arts
3620,"Audio Visual Aid (Girls and Boys)",Arts
3620,"Robotics (Girls and Boys)","Clubs and Societies"
3015,"Badminton (Girls and Boys)",Sports
3015,"Basketball (Girls and Boys)",Sports
3015,"Football (Boys)",Sports
3015,"Golf (Girls and Boys)",Sports
3015,"Trampoline (Girls)",Sports
3015,"Boys' Brigade (Boys)","Uniform Group"
3015,"Girls' Brigade (Girls)","Uniform Group"
3015,"Girl Guides (Girls)","Uniform Group"
3015,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3015,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3015,"Choir (Girls and Boys)",Arts
3015,"Modern Dance (Girls and Boys)",Arts
3015,"English Drama (Girls and Boys)",Arts
3015,"Concert Band (Girls and Boys)",Arts
3015,"Debating and Public Speaking (Girls and Boys)","Clubs and Societies"
3015,"Photography (Girls and Boys)","Clubs and Societies"
3015,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3604,"Badminton (Boys)",Sports
3604,"Basketball (Boys)",Sports
3604,"Hockey (Boys)",Sports
3604,"Netball (Girls)",Sports
3604,"Softball (Boys)",Sports
3604,"Volleyball (Girls)",Sports
3604,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3604,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3604,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3604,"Choir (Girls and Boys)",Arts
3604,"Guzheng Ensemble (Girls and Boys)",Arts
3604,"Modern Dance (Girls and Boys)",Arts
3604,"English Drama (Girls and Boys)",Arts
3604,"Concert Band (Girls and Boys)",Arts
3604,"Cultural Dance (Girls and Boys)",Arts
3604,"Audio Visual Aid (Girls and Boys)",Arts
3604,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3604,"Robotics (Girls and Boys)","Clubs and Societies"
3604,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3041,"Badminton (Girls and Boys)",Sports
3041,"Basketball (Boys)",Sports
3041,"Netball (Girls)",Sports
3041,"Sepaktakraw (Boys)",Sports
3041,"Football (Girls and Boys)",Sports
3041,"Track and Field (Girls and Boys)",Sports
3041,"Boys' Brigade (Boys)","Uniform Group"
3041,"Girl Guides (Girls)","Uniform Group"
3041,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3041,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3041,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3041,"Choir (Girls and Boys)",Arts
3041,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3041,"Malay Dance (Girls and Boys)",Arts
3041,"English Drama (Girls and Boys)",Arts
3041,"Concert Band (Girls and Boys)",Arts
3041,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3050,"Shooting (Girls and Boys)",Sports
3050,"Badminton (Girls)",Sports
3050,"Cross Country (Girls and Boys)",Sports
3050,"Volleyball (Girls and Boys)",Sports
3050,"Outdoor Adventure (Girls and Boys)",Sports
3050,"Rockwall Climbing (Girls and Boys)",Sports
3050,"Boys' Brigade (Boys)","Uniform Group"
3050,"Girls' Brigade (Girls)","Uniform Group"
3050,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
3050,"St John Brigade (Girls and Boys)","Uniform Group"
3050,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3050,"Choir (Girls and Boys)",Arts
3050,"Guzheng Ensemble (Girls and Boys)",Arts
3050,"Chinese Dance (Girls)","Clubs and Societies"
3050,"English Drama (Girls and Boys)",Arts
3050,"Concert Band (Girls and Boys)",Arts
3050,"Art and Crafts (Girls and Boys)",Arts
3050,"Debating and Public Speaking (Girls and Boys)","Clubs and Societies"
3050,"Students' Council (Girls and Boys)","Clubs and Societies"
3050,"Chinese Language, Drama and Debating (Girls and Boys)","Clubs and Societies"
3050,"Malay Language, Drama and Debating (Girls and Boys)",Arts
3050,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3050,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3222,"Badminton (Girls and Boys)",Sports
3222,"Basketball (Boys)",Sports
3222,"Netball (Girls)",Sports
3222,"Floorball (Boys)",Sports
3222,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3222,"Red Cross Youth (Girls and Boys)","Uniform Group"
3222,"Choir (Girls and Boys)",Arts
3222,"Chinese Dance (Girls)","Clubs and Societies"
3222,"Indian Dance (Girls and Boys)",Arts
3222,"Malay Dance (Girls and Boys)",Arts
3222,"English Drama (Girls and Boys)",Arts
3222,"Concert Band (Girls and Boys)",Arts
3222,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3222,"Robotics (Girls and Boys)","Clubs and Societies"
3222,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3020,"Badminton (Girls and Boys)",Sports
3020,"Basketball (Girls and Boys)",Sports
3020,"Netball (Girls)",Sports
3020,"Football (Boys)",Sports
3020,"Volleyball (Girls)",Sports
3020,"Boys' Brigade (Boys)","Uniform Group"
3020,"Girl Guides (Girls)","Uniform Group"
3020,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3020,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3020,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3020,"Choir (Girls and Boys)",Arts
3020,"Guzheng Ensemble (Girls and Boys)",Arts
3020,"Modern Dance (Girls and Boys)",Arts
3020,"Indian Dance (Girls and Boys)",Arts
3020,"Malay Dance (Girls and Boys)",Arts
3020,"English Drama (Girls and Boys)",Arts
3020,"Concert Band (Girls and Boys)",Arts
3020,"Robotics (Girls and Boys)","Clubs and Societies"
3020,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3045,"Shooting (Girls and Boys)",Sports
3045,"Basketball (Girls and Boys)",Sports
3045,"Table Tennis (Girls and Boys)",Sports
3045,"Volleyball (Girls)",Sports
3045,"Bowling (Girls and Boys)",Sports
3045,"Boys' Brigade (Boys)","Uniform Group"
3045,"Girl Guides (Girls)","Uniform Group"
3045,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3045,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3045,"Choir (Girls and Boys)",Arts
3045,"Chinese Dance (Girls)","Clubs and Societies"
3045,"English Drama (Girls and Boys)",Arts
3045,"Concert Band (Girls)",Arts
3045,"Art and Crafts (Girls and Boys)",Arts
3045,"International Chess (Girls and Boys)","Clubs and Societies"
3045,"Photography (Girls and Boys)","Clubs and Societies"
3045,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3045,"Environmental Science (Girls and Boys)","Clubs and Societies"
3045,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3223,"Basketball (Boys)",Sports
3223,"Cross Country (Girls and Boys)",Sports
3223,"Netball (Girls)",Sports
3223,"Football (Boys)",Sports
3223,"Dragon Boat (Girls and Boys)",Sports
3223,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3223,"Scouts (Girls and Boys)","Uniform Group"
3223,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3223,"Guzheng Ensemble (Girls and Boys)",Arts
3223,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3223,"Indian Dance (Girls and Boys)",Arts
3223,"Malay Dance (Girls and Boys)",Arts
3223,"English Drama (Girls and Boys)",Arts
3223,"Concert Band (Girls and Boys)",Arts
3223,"Art and Crafts (Girls and Boys)",Arts
3223,"Lion and Dragon Dance (Girls and Boys)",Arts
3223,"Robotics (Girls and Boys)","Clubs and Societies"
3223,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3223,"Environmental Science (Girls and Boys)","Clubs and Societies"
3223,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3019,"Football (Boys)",Sports
3019,"Wushu (Girls and Boys)",Sports
3019,"Volleyball (Girls and Boys)",Sports
3019,"Floorball (Boys)",Sports
3019,"Tchoukball (Girls and Boys)",Sports
3019,"Boys' Brigade (Boys)","Uniform Group"
3019,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3019,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3019,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3019,"Choir (Girls)",Arts
3019,"Harmonica Ensemble (Girls and Boys)",Arts
3019,"Modern Dance (Girls)",Arts
3019,"English Drama (Girls and Boys)",Arts
3019,"Concert Band (Girls and Boys)",Arts
3019,"Robotics (Girls and Boys)","Clubs and Societies"
3019,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3019,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3307,"Badminton (Girls and Boys)",Sports
3307,"Basketball (Boys)",Sports
3307,"Fencing (Girls and Boys)",Sports
3307,"Softball (Girls)",Sports
3307,"Table Tennis (Girls and Boys)",Sports
3307,"Wushu (Girls and Boys)",Sports
3307,"Boys' Brigade (Boys)","Uniform Group"
3307,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3307,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3307,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3307,"Choir (Girls and Boys)",Arts
3307,"Modern Dance (Girls and Boys)",Arts
3307,"Concert Band (Girls and Boys)",Arts
3307,"Art and Crafts (Girls and Boys)",Arts
3307,"English Language, Drama and Debating (Girls and Boys)",Arts
3307,"Robotics (Boys)","Clubs and Societies"
3307,"Science and Technology Society (Girls and Boys)","Clubs and Societies"
3307,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7027,"Badminton (Boys)",Sports
7027,"Basketball (Boys)",Sports
7027,"Sepaktakraw (Boys)",Sports
7027,"Wushu (Girls and Boys)",Sports
7027,"Volleyball (Girls)",Sports
7027,"Boys' Brigade (Boys)","Uniform Group"
7027,"Girls' Brigade (Girls)","Uniform Group"
7027,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7027,"St John Brigade (Girls and Boys)","Uniform Group"
7027,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7027,"Guitar Ensemble (Girls and Boys)",Arts
7027,"Guzheng Ensemble (Girls and Boys)",Arts
7027,"Chinese Dance (Girls)","Clubs and Societies"
7027,"Malay Dance (Girls)",Arts
7027,"Concert Band (Girls and Boys)",Arts
7027,"Chinese Drums (Girls and Boys)","Clubs and Societies"
7027,"English Language, Drama and Debating (Girls and Boys)",Arts
7027,"Photography (Girls and Boys)","Clubs and Societies"
7027,"Project Cabin (Girls and Boys)","Clubs and Societies"
3617,"Basketball (Boys)",Sports
3617,"Netball (Girls)",Sports
3617,"Football (Boys)",Sports
3617,"Volleyball (Girls and Boys)",Sports
3617,"Outdoor Adventure (Girls and Boys)",Sports
3617,"Modular CCA (Sports) (Girls and Boys)","Clubs and Societies"
3617,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3617,"Red Cross Youth (Girls and Boys)","Uniform Group"
3617,"Scouts (Girls and Boys)","Uniform Group"
3617,"National Cadet Corps (NCC) (Air) (Girls and Boys)","Uniform Group"
3617,"Choir (Girls and Boys)",Arts
3617,"Handbell Ensemble (Girls and Boys)",Arts
3617,"Percussion Ensemble (Girls and Boys)",Arts
3617,"Modern Dance (Girls and Boys)",Arts
3617,"Malay Dance (Girls and Boys)",Arts
3617,"English Drama (Girls and Boys)",Arts
3617,"Concert Band (Girls and Boys)",Arts
3617,"Art and Crafts (Girls and Boys)",Arts
3617,"Audio Visual Aid (Girls and Boys)",Arts
3617,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3617,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3240,"Badminton (Girls)",Sports
3240,"Basketball (Girls)",Sports
3240,"Table Tennis (Boys)",Sports
3240,"Volleyball (Boys)",Sports
3240,"Boys' Brigade (Boys)","Uniform Group"
3240,"Girls' Brigade (Girls)","Uniform Group"
3240,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3240,"Scouts (Girls and Boys)","Uniform Group"
3240,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3240,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3240,"Choir (Girls and Boys)",Arts
3240,"Guzheng Ensemble (Girls and Boys)",Arts
3240,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3240,"Concert Band (Girls and Boys)",Arts
3240,"Art and Crafts (Girls and Boys)",Arts
3240,"English Language, Drama and Debating (Girls and Boys)",Arts
3240,"Chinese Culture and Language (Girls and Boys)","Clubs and Societies"
3240,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3240,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3240,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
