school_code,cca,cca_category
3046,"Boys' Brigade (Boys)","Uniform Group"
3046,"Girls' Brigade (Girls)","Uniform Group"
3046,"Girl Guides (Girls)","Uniform Group"
3046,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3046,"Red Cross Youth (Girls and Boys)","Uniform Group"
3046,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3046,"Angklung/Kulintang Ensemble (Girls and Boys)",Arts
3046,"Choir (Girls and Boys)",Arts
3046,"Guzheng Ensemble (Girls and Boys)",Arts
3046,"Modern Dance (Girls and Boys)",Arts
3046,"Concert Band (Girls and Boys)",Arts
3046,"Speech and Drama (Girls and Boys)",Arts
3046,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3226,"Badminton (Girls and Boys)",Sports
3226,"Basketball (Boys)",Sports
3226,"Netball (Girls)",Sports
3226,"Football (Boys)",Sports
3226,"Track and Field (Girls and Boys)",Sports
3226,"Volleyball (Girls)",Sports
3226,"Floorball (Girls and Boys)",Sports
3226,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3226,"Red Cross Youth (Girls and Boys)","Uniform Group"
3226,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3226,"Choir (Girls and Boys)",Arts
3226,"Guzheng Ensemble (Girls and Boys)",Arts
3226,"Modern Dance (Girls and Boys)",Arts
3226,"Concert Band (Girls and Boys)",Arts
3226,"Cultural Dance (Girls and Boys)",Arts
3226,"Art and Crafts (Girls and Boys)",Arts
3226,"English Language, Drama and Debating (Girls and Boys)",Arts
3226,"Singapore Youth Flying Club (Girls and Boys)","Clubs and Societies"
3226,"Chinese Language, Drama and Debating (Girls and Boys)","Clubs and Societies"
3226,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3226,"Home Economics (Girls and Boys)","Clubs and Societies"
3226,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3226,"Student Leadership (House) (Girls and Boys)","Clubs and Societies"
806,"Shooting (Boys)",Sports
806,"Badminton (Boys)",Sports
806,"Basketball (Boys)",Sports
806,"Canoeing (Boys)",Sports
806,"Cross Country (Boys)",Sports
806,"Fencing (Boys)",Sports
806,"Judo (Boys)",Sports
806,"Softball (Boys)",Sports
806,"Track and Field (Boys)",Sports
806,"Table Tennis (Boys)",Sports
806,"Tennis (Boys)",Sports
806,"Water Polo (Boys)",Sports
806,"Wushu (Boys)",Sports
806,"Volleyball (Boys)",Sports
806,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
806,"St John Brigade (Boys)","Uniform Group"
806,"Scouts (Boys)","Uniform Group"
806,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
806,"Chinese Orchestra (Boys)","Clubs and Societies"
806,"Choir (Boys)",Arts
806,"String Ensemble (Boys)",Arts
806,"Band - Military (Boys)",Arts
806,"English Drama (Boys)",Arts
806,"International Chess (Boys)","Clubs and Societies"
806,"Debating and Public Speaking (Boys)","Clubs and Societies"
806,"Library Council (Boys)","Clubs and Societies"
806,"Mathematics (Boys)","Clubs and Societies"
806,"Singapore Youth Flying Club (Boys)","Clubs and Societies"
806,"Chinese Language, Drama and Debating (Boys)","Clubs and Societies"
806,"Infocomm Technology (Computing) (Boys)","Clubs and Societies"
806,"Chinese Chess (Boys)","Clubs and Societies"
806,"Chinese Weiqi (Boys)","Clubs and Societies"
3608,"Archery (Girls and Boys)",Sports
3608,"Badminton (Girls and Boys)",Sports
3608,"Basketball (Boys)",Sports
3608,"Rugby (Boys)",Sports
3608,"Track and Field (Girls and Boys)",Sports
3608,"Volleyball (Girls)",Sports
3608,"Boys' Brigade (Boys)","Uniform Group"
3608,"Girls' Brigade (Girls)","Uniform Group"
3608,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3608,"St John Brigade (Girls and Boys)","Uniform Group"
3608,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3608,"Choir (Girls and Boys)",Arts
3608,"Guitar Ensemble (Girls and Boys)",Arts
3608,"Modern Dance (Girls and Boys)",Arts
3608,"English Drama (Girls and Boys)",Arts
3608,"Concert Band (Girls and Boys)",Arts
3608,"Audio Visual Aid (Girls and Boys)",Arts
3608,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3608,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3608,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3211,"Badminton (Boys)",Sports
3211,"Basketball (Girls and Boys)",Sports
3211,"Cross Country (Girls and Boys)",Sports
3211,"Volleyball (Girls)",Sports
3211,"Floorball (Boys)",Sports
3211,"Dragon Boat (Girls and Boys)",Sports
3211,"Girl Guides (Girls)","Uniform Group"
3211,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3211,"Red Cross Youth (Girls and Boys)","Uniform Group"
3211,"Scouts (Boys)","Uniform Group"
3211,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3211,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3211,"Choir (Girls and Boys)",Arts
3211,"Modern Dance (Girls and Boys)",Arts
3211,"English Drama (Girls and Boys)",Arts
3211,"Concert Band (Girls and Boys)",Arts
3211,"Robotics (Girls and Boys)","Clubs and Societies"
3211,"Environmental Science (Girls and Boys)","Clubs and Societies"
3211,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3068,"Badminton (Boys)",Sports
3068,"Basketball (Girls)",Sports
3068,"Hockey (Boys)",Sports
3068,"Netball (Girls)",Sports
3068,"Volleyball (Boys)",Sports
3068,"Floorball (Girls)",Sports
3068,"Frisbee (Girls and Boys)",Sports
3068,"Boys' Brigade (Boys)","Uniform Group"
3068,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3068,"Red Cross Youth (Girls and Boys)","Uniform Group"
3068,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3068,"Choir (Girls and Boys)",Arts
3068,"Modern Dance (Girls and Boys)",Arts
3068,"Concert Band (Girls and Boys)",Arts
3068,"Art and Crafts (Girls and Boys)",Arts
3068,"English Language, Drama and Debating (Girls and Boys)",Arts
3068,"Community Involvement Club (Girls and Boys)","Clubs and Societies"
3068,"Environmental Science (Girls and Boys)","Clubs and Societies"
3068,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3068,"Community Club/Youth Club (Girls and Boys)","Clubs and Societies"
3063,"Badminton (Girls and Boys)",Sports
3063,"Basketball (Boys)",Sports
3063,"Netball (Girls)",Sports
3063,"Sepaktakraw (Boys)",Sports
3063,"Football (Boys)",Sports
3063,"Tchoukball (Girls and Boys)",Sports
3063,"Boys' Brigade (Boys)","Uniform Group"
3063,"Girl Guides (Girls)","Uniform Group"
3063,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3063,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3063,"Angklung/Kulintang Ensemble (Girls and Boys)",Arts
3063,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3063,"Percussion Ensemble (Girls and Boys)",Arts
3063,"Modern Dance (Girls and Boys)",Arts
3063,"English Drama (Girls and Boys)",Arts
3063,"Concert Band (Girls and Boys)",Arts
3063,"Audio Visual Aid (Girls and Boys)",Arts
3066,"Badminton (Girls and Boys)",Sports
3066,"Basketball (Boys)",Sports
3066,"Netball (Girls)",Sports
3066,"Softball (Girls and Boys)",Sports
3066,"National Cadet Corps (NCC) (Sea) (Girls and Boys)","Uniform Group"
3066,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3066,"Choir (Girls and Boys)",Arts
3066,"Modern Dance (Girls and Boys)",Arts
3066,"Concert Band (Girls and Boys)",Arts
3066,"Cultural Dance (Girls and Boys)",Arts
3066,"Art and Crafts (Girls and Boys)",Arts
3066,"Students' Council (Girls and Boys)","Clubs and Societies"
3066,"Speech and Drama (Girls and Boys)",Arts
3066,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3619,"Badminton (Girls and Boys)",Sports
3619,"Basketball (Boys)",Sports
3619,"Football (Boys)",Sports
3619,"Floorball (Girls and Boys)",Sports
3619,"Outdoor Adventure (Girls and Boys)",Sports
3619,"Boys' Brigade (Boys)","Uniform Group"
3619,"Girls' Brigade (Girls)","Uniform Group"
3619,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3619,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3619,"Choir (Girls and Boys)",Arts
3619,"Modern Dance (Girls and Boys)",Arts
3619,"English Drama (Girls and Boys)",Arts
3619,"Concert Band (Girls and Boys)",Arts
3619,"Art and Crafts (Girls and Boys)",Arts
3619,"International Chess (Girls and Boys)","Clubs and Societies"
3619,"Debating and Public Speaking (Girls and Boys)","Clubs and Societies"
3619,"Robotics (Girls and Boys)","Clubs and Societies"
3619,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3065,"Badminton (Girls and Boys)",Sports
3065,"Basketball (Girls)",Sports
3065,"Football (Boys)",Sports
3065,"Table Tennis (Girls)",Sports
3065,"Floorball (Girls and Boys)",Sports
3065,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3065,"St John Brigade (Girls and Boys)","Uniform Group"
3065,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3065,"Choir (Girls and Boys)",Arts
3065,"Modern Dance (Girls and Boys)",Arts
3065,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3065,"Concert Band (Girls and Boys)",Arts
3065,"Art and Crafts (Girls and Boys)",Arts
3065,"English Language, Drama and Debating (Girls and Boys)",Arts
3065,"Malay Culture and Language (Girls and Boys)",Arts
3065,"International and Global Studies (Girls and Boys)","Clubs and Societies"
3065,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3065,"Physical Science (Girls and Boys)","Clubs and Societies"
7028,"Shooting (Girls and Boys)",Sports
7028,"Badminton (Boys)",Sports
7028,"Basketball (Boys)",Sports
7028,"Netball (Girls)",Sports
7028,"Football (Boys)",Sports
7028,"Table Tennis (Girls and Boys)",Sports
7028,"Volleyball (Boys)",Sports
7028,"Boys' Brigade (Boys)","Uniform Group"
7028,"Girls' Brigade (Girls)","Uniform Group"
7028,"Girl Guides (Girls)","Uniform Group"
7028,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7028,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
7028,"Choir (Girls and Boys)",Arts
7028,"Guzheng Ensemble (Girls and Boys)",Arts
7028,"Modern Dance (Girls and Boys)",Arts
7028,"Chinese Dance (Girls and Boys)","Clubs and Societies"
7028,"English Drama (Girls and Boys)",Arts
7028,"Concert Band (Girls and Boys)",Arts
7028,"Art and Crafts (Girls and Boys)",Arts
7028,"Photography (Girls and Boys)","Clubs and Societies"
7028,"Robotics (Girls and Boys)","Clubs and Societies"
7028,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3077,"Shooting (Girls and Boys)",Sports
3077,"Basketball (Boys)",Sports
3077,"Netball (Girls)",Sports
3077,"Floorball (Boys)",Sports
3077,"Rockwall Climbing (Girls and Boys)",Sports
3077,"Boys' Brigade (Boys)","Uniform Group"
3077,"Girl Guides (Girls)","Uniform Group"
3077,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3077,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3077,"Modern Dance (Girls and Boys)",Arts
3077,"English Drama (Girls and Boys)",Arts
3077,"Concert Band (Girls and Boys)",Arts
3077,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7307,"Badminton (Boys)",Sports
7307,"Basketball (Girls and Boys)",Sports
7307,"Football (Boys)",Sports
7307,"Table Tennis (Girls and Boys)",Sports
7307,"Wushu (Girls and Boys)",Sports
7307,"Girl Guides (Girls)","Uniform Group"
7307,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7307,"Scouts (Boys)","Uniform Group"
7307,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7307,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7307,"Choir (Girls and Boys)",Arts
7307,"Chinese Dance (Girls)","Clubs and Societies"
7307,"Concert Band (Girls and Boys)",Arts
7307,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
7307,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7307,"Community Service (Girls and Boys)","Clubs and Societies"
7111,"Archery (Boys)",Sports
7111,"Badminton (Boys)",Sports
7111,"Basketball (Boys)",Sports
7111,"Softball (Boys)",Sports
7111,"Table Tennis (Boys)",Sports
7111,"Taekwondo (Boys)",Sports
7111,"Wushu (Boys)",Sports
7111,"Bowling (Boys)",Sports
7111,"Outdoor Adventure (Boys)",Sports
7111,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7111,"St John Brigade (Boys)","Uniform Group"
7111,"Scouts (Boys)","Uniform Group"
7111,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
7111,"Chinese Orchestra (Boys)","Clubs and Societies"
7111,"Concert Band (Boys)",Arts
7111,"Chinese Language, Drama and Debating (Boys)","Clubs and Societies"
7111,"Robotics (Boys)","Clubs and Societies"
7111,"English Culture and Language (Boys)",Arts
7111,"Infocomm Technology (Media Production) (Boys)","Clubs and Societies"
3615,"Badminton (Girls and Boys)",Sports
3615,"Sepaktakraw (Boys)",Sports
3615,"Floorball (Girls)",Sports
3615,"Boys' Brigade (Boys)","Uniform Group"
3615,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3615,"Red Cross Youth (Girls and Boys)","Uniform Group"
3615,"National Cadet Corps (NCC) (Sea) (Boys)","Uniform Group"
3615,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3615,"Modern Dance (Girls and Boys)",Arts
3615,"Malay Dance (Girls and Boys)",Arts
3615,"English Drama (Girls and Boys)",Arts
3615,"Concert Band (Girls and Boys)",Arts
3615,"Art and Crafts (Girls and Boys)",Arts
3615,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3615,"Strategy Games (Girls and Boys)","Clubs and Societies"
3031,"Basketball (Boys)",Sports
3031,"Netball (Girls)",Sports
3031,"Football (Boys)",Sports
3031,"Table Tennis (Girls and Boys)",Sports
3031,"Taekwondo (Girls and Boys)",Sports
3031,"Bowling (Girls and Boys)",Sports
3031,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3031,"Scouts (Girls and Boys)","Uniform Group"
3031,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3031,"Choir (Girls and Boys)",Arts
3031,"Modern Dance (Girls and Boys)",Arts
3031,"Chinese Dance (Girls and Boys)","Clubs and Societies"
3031,"English Drama (Girls and Boys)",Arts
3031,"Concert Band (Girls and Boys)",Arts
3031,"Chinese Instrumental Ensemble (Girls and Boys)","Clubs and Societies"
3031,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3031,"Entrepreneurship (Girls and Boys)","Clubs and Societies"
3031,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3076,"Badminton (Girls and Boys)",Sports
3076,"Basketball (Boys)",Sports
3076,"Netball (Girls)",Sports
3076,"Football (Girls and Boys)",Sports
3076,"Floorball (Girls and Boys)",Sports
3076,"Red Cross Youth (Girls and Boys)","Uniform Group"
3076,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3076,"National Civil Defence Cadet Corps (NCDCC) (Girls and Boys)","Uniform Group"
3076,"Angklung/Kulintang Ensemble (Girls and Boys)",Arts
3076,"Choir (Girls and Boys)",Arts
3076,"Modern Dance (Girls and Boys)",Arts
3076,"English Drama (Girls and Boys)",Arts
3076,"Concert Band (Girls and Boys)",Arts
3076,"Robotics (Girls and Boys)","Clubs and Societies"
3076,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7030,"Cross Country (Girls)",Sports
7030,"Netball (Girls)",Sports
7030,"Football (Girls)",Sports
7030,"Softball (Girls)",Sports
7030,"Squash (Girls)",Sports
7030,"Swimming (Girls)",Sports
7030,"Track and Field (Girls)",Sports
7030,"Tennis (Girls)",Sports
7030,"Bowling (Girls)",Sports
7030,"Artistic Swimming (Girls)",Arts
7030,"Girls' Brigade (Girls)","Uniform Group"
7030,"Girl Guides (Girls)","Uniform Group"
7030,"National Cadet Corps (NCC) (Air) (Girls)","Uniform Group"
7030,"Choir (Girls)",Arts
7030,"Guitar Ensemble (Girls)",Arts
7030,"String Ensemble (Girls)",Arts
7030,"Handbell Ensemble (Girls)",Arts
7030,"Modern Dance (Girls)",Arts
7030,"English Drama (Girls)",Arts
7030,"Art and Crafts (Girls)",Arts
7030,"International Chess (Girls)","Clubs and Societies"
7030,"Debating and Public Speaking (Girls)","Clubs and Societies"
7030,"Infocomm Technology (Media Production) (Girls)","Clubs and Societies"
7011,"Badminton (Boys)",Sports
7011,"Basketball (Boys)",Sports
7011,"Rugby (Boys)",Sports
7011,"Football (Boys)",Sports
7011,"Softball (Boys)",Sports
7011,"Wushu (Boys)",Sports
7011,"National Police Cadet Corps (NPCC) (Boys)","Uniform Group"
7011,"Scouts (Boys)","Uniform Group"
7011,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7011,"National Civil Defence Cadet Corps (NCDCC) (Boys)","Uniform Group"
7011,"Choir (Boys)",Arts
7011,"Modern Dance (Boys)",Arts
7011,"Concert Band (Boys)",Arts
7011,"Audio Visual Aid (Boys)",Arts
7011,"English Language, Drama and Debating (Boys)",Arts
7011,"Design and Innovation (Boys)","Clubs and Societies"
7011,"Infocomm Technology (Media Production) (Boys)","Clubs and Societies"
7112,"Badminton (Girls and Boys)",Sports
7112,"Basketball (Girls and Boys)",Sports
7112,"Table Tennis (Girls and Boys)",Sports
7112,"Wushu (Girls and Boys)",Sports
7112,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7112,"Red Cross Youth (Girls and Boys)","Uniform Group"
7112,"Scouts (Girls and Boys)","Uniform Group"
7112,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7112,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7112,"Choir (Girls and Boys)",Arts
7112,"String Ensemble (Girls and Boys)",Arts
7112,"Modern Dance (Girls and Boys)",Arts
7112,"Chinese Dance (Girls and Boys)","Clubs and Societies"
7112,"Chinese Drama (Girls and Boys)","Clubs and Societies"
7112,"English Drama (Girls and Boys)",Arts
7112,"Concert Band (Girls and Boys)",Arts
7112,"Art and Crafts (Girls and Boys)",Arts
7112,"Audio Visual Aid (Girls and Boys)",Arts
7112,"Debating and Public Speaking (Girls and Boys)","Clubs and Societies"
7112,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
7112,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
7112,"Robotics (Girls and Boys)","Clubs and Societies"
7112,"Chinese Chess (Girls and Boys)","Clubs and Societies"
7112,"Chinese Weiqi (Girls and Boys)","Clubs and Societies"
7112,"Media Resource Library (Girls and Boys)","Clubs and Societies"
7112,"Environmental Science (Girls and Boys)","Clubs and Societies"
7112,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3047,"Badminton (Girls and Boys)",Sports
3047,"Basketball (Boys)",Sports
3047,"Cross Country (Girls and Boys)",Sports
3047,"Netball (Girls)",Sports
3047,"Softball (Girls)",Sports
3047,"Table Tennis (Girls and Boys)",Sports
3047,"Boys' Brigade (Boys)","Uniform Group"
3047,"Girl Guides (Girls)","Uniform Group"
3047,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3047,"St John Brigade (Girls and Boys)","Uniform Group"
3047,"National Cadet Corps (NCC) (Land) (Girls and Boys)","Uniform Group"
3047,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
3047,"Choir (Girls and Boys)",Arts
3047,"Guzheng Ensemble (Girls and Boys)",Arts
3047,"Harp Ensemble (Girls and Boys)",Arts
3047,"Modern Dance (Girls and Boys)",Arts
3047,"Chinese Drama (Girls and Boys)","Clubs and Societies"
3047,"English Drama (Girls and Boys)",Arts
3047,"Concert Band (Girls and Boys)",Arts
3047,"Art and Crafts (Girls and Boys)",Arts
3047,"Chinese Calligraphy and Brush Painting (Girls and Boys)","Clubs and Societies"
3047,"Infocomm Technology (Computing) (Girls and Boys)","Clubs and Societies"
3047,"Design and Innovation (Girls and Boys)","Clubs and Societies"
3047,"Community Service (Girls and Boys)","Clubs and Societies"
7114,"Badminton (Girls)",Sports
7114,"Basketball (Girls)",Sports
7114,"Judo (Girls)",Sports
7114,"Netball (Girls)",Sports
7114,"Softball (Girls)",Sports
7114,"Track and Field (Girls)",Sports
7114,"Table Tennis (Girls)",Sports
7114,"Tennis (Girls)",Sports
7114,"Wushu (Girls)",Sports
7114,"Volleyball (Girls)",Sports
7114,"Artistic Gymnastics (Girls)",Arts
7114,"Outdoor Adventure (Girls)",Sports
7114,"Modular CCA (Sports) (Girls)","Clubs and Societies"
7114,"Girl Guides (Girls)","Uniform Group"
7114,"National Police Cadet Corps (NPCC) (Girls)","Uniform Group"
7114,"St John Brigade (Girls)","Uniform Group"
7114,"Chinese Orchestra (Girls)","Clubs and Societies"
7114,"Choir (Girls)",Arts
7114,"String Ensemble (Girls)",Arts
7114,"Guzheng Ensemble (Girls)",Arts
7114,"Modern Dance (Girls)",Arts
7114,"Chinese Dance (Girls)","Clubs and Societies"
7114,"Concert Band (Girls)",Arts
7114,"Audio Visual Aid (Girls)",Arts
7114,"Debating and Public Speaking (Girls)","Clubs and Societies"
7114,"Lion and Dragon Dance (Girls)",Arts
7114,"Chinese Culture and Language (Girls)","Clubs and Societies"
7114,"Infocomm Technology (Computing) (Girls)","Clubs and Societies"
7114,"Speech and Drama (Girls)",Arts
7114,"Environmental Science (Girls)","Clubs and Societies"
7114,"Strategy Games (Girls)","Clubs and Societies"
701,"Shooting (Girls and Boys)",Sports
701,"Basketball (Girls and Boys)",Sports
701,"Canoeing (Girls and Boys)",Sports
701,"Softball (Girls)",Sports
701,"Squash (Girls and Boys)",Sports
701,"Track and Field (Girls and Boys)",Sports
701,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
701,"Choir (Girls and Boys)",Arts
701,"Guitar Ensemble (Girls and Boys)",Arts
701,"String Ensemble (Girls and Boys)",Arts
701,"Modern Dance (Girls and Boys)",Arts
701,"Chinese Dance (Girls and Boys)","Clubs and Societies"
701,"Indian Dance (Girls and Boys)",Arts
701,"Malay Dance (Girls and Boys)",Arts
701,"Concert Band (Girls and Boys)",Arts
3214,"Basketball (Girls and Boys)",Sports
3214,"Netball (Girls)",Sports
3214,"Sepaktakraw (Boys)",Sports
3214,"Football (Boys)",Sports
3214,"Table Tennis (Girls and Boys)",Sports
3214,"Girl Guides (Girls)","Uniform Group"
3214,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3214,"St John Brigade (Girls and Boys)","Uniform Group"
3214,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3214,"Choir (Girls and Boys)",Arts
3214,"Modern Dance (Girls and Boys)",Arts
3214,"English Drama (Girls and Boys)",Arts
3214,"Concert Band (Girls and Boys)",Arts
3214,"Art and Crafts (Girls and Boys)",Arts
3214,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3214,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3507,"Badminton (Girls and Boys)",Sports
3507,"Basketball (Girls and Boys)",Sports
3507,"Fencing (Girls and Boys)",Sports
3507,"Netball (Girls)",Sports
3507,"Football (Boys)",Sports
3507,"Softball (Girls)",Sports
3507,"Table Tennis (Boys)",Sports
3507,"Girl Guides (Girls)","Uniform Group"
3507,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3507,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3507,"Guzheng Ensemble (Girls and Boys)",Arts
3507,"Modern Dance (Girls and Boys)",Arts
3507,"Chinese Dance (Girls)","Clubs and Societies"
3507,"Concert Band (Girls and Boys)",Arts
3507,"Art and Crafts (Girls and Boys)",Arts
3507,"Media Resource Library (Girls and Boys)","Clubs and Societies"
3507,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
7310,"Badminton (Girls and Boys)",Sports
7310,"Basketball (Girls and Boys)",Sports
7310,"Wushu (Girls and Boys)",Sports
7310,"Volleyball (Boys)",Sports
7310,"Outdoor Adventure (Girls and Boys)",Sports
7310,"Girl Guides (Girls)","Uniform Group"
7310,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
7310,"Scouts (Boys)","Uniform Group"
7310,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
7310,"Chinese Orchestra (Girls and Boys)","Clubs and Societies"
7310,"Choir (Girls and Boys)",Arts
7310,"Modern Dance (Girls and Boys)",Arts
7310,"English Drama (Girls and Boys)",Arts
7310,"Concert Band (Girls and Boys)",Arts
7310,"Pop and Jazz (Girls and Boys)",Arts
7310,"Art and Crafts (Girls and Boys)",Arts
7310,"International Chess (Girls and Boys)","Clubs and Societies"
7310,"Photography (Girls and Boys)","Clubs and Societies"
7310,"Robotics (Girls and Boys)","Clubs and Societies"
7310,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3071,"Basketball (Girls and Boys)",Sports
3071,"Netball (Girls)",Sports
3071,"Football (Boys)",Sports
3071,"Track and Field (Girls and Boys)",Sports
3071,"Golf (Girls and Boys)",Sports
3071,"Outdoor Adventure (Girls and Boys)",Sports
3071,"Girl Guides (Girls)","Uniform Group"
3071,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3071,"St John Brigade (Girls and Boys)","Uniform Group"
3071,"National Cadet Corps (NCC) (Land) (Boys)","Uniform Group"
3071,"Choir (Girls)",Arts
3071,"String Ensemble (Girls and Boys)",Arts
3071,"Modern Dance (Girls and Boys)",Arts
3071,"Chinese Dance (Girls)","Clubs and Societies"
3071,"English Drama (Girls and Boys)",Arts
3071,"Concert Band (Girls and Boys)",Arts
3071,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3071,"Community Service (Girls and Boys)","Clubs and Societies"
3071,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3071,"Student Leadership (Prefect) (Girls and Boys)","Clubs and Societies"
3071,"Student Leadership (Peer Support) (Girls and Boys)","Clubs and Societies"
3612,"Badminton (Girls and Boys)",Sports
3612,"Basketball (Girls and Boys)",Sports
3612,"Floorball (Boys)",Sports
3612,"Bowling (Girls and Boys)",Sports
3612,"Sp-Cca (Athletics) (Girls and Boys)","Clubs and Societies"
3612,"Outdoor Adventure (Girls and Boys)",Sports
3612,"Boys' Brigade (Boys)","Uniform Group"
3612,"National Police Cadet Corps (NPCC) (Girls and Boys)","Uniform Group"
3612,"Red Cross Youth (Girls and Boys)","Uniform Group"
3612,"National Cadet Corps (NCC) (Air) (Boys)","Uniform Group"
3612,"Guitar Ensemble (Girls and Boys)",Arts
3612,"Guzheng Ensemble (Girls and Boys)",Arts
3612,"Modern Dance (Girls and Boys)",Arts
3612,"English Drama (Girls and Boys)",Arts
3612,"Concert Band (Girls and Boys)",Arts
3612,"Aero-Modelling (Girls and Boys)","Clubs and Societies"
3612,"Audio Visual Aid (Girls and Boys)",Arts
3612,"Environmental Science (Girls and Boys)","Clubs and Societies"
3612,"Infocomm Technology (Media Production) (Girls and Boys)","Clubs and Societies"
3612,"Student Leadership (Council) (Girls and Boys)","Clubs and Societies"
3058,"Basketball (Boys)",Sports
3058,"Hockey (Girls and Boys)",Sports
3058,"Netball (Girls)",Sports
